collectionDate,specimenBiophysicalType,preservationType,fmaAnatomicSourceLocation,pathologicalStatus,diseaseStatus,collectionInstitution,CtepStudyID,SpecimenCount
2008-01-30,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's National Medical Center,AALL03B1,2
2011-10-14,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Lady Cilento Children's Hospital,ANBL00B1,1
2013-05-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital and Medical Center of Omaha,AALL0932,9
2010-04-06,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Loyola University Medical Center,AALL03B1,1
2014-12-12,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Cook Children's Medical Center,AALL08B1,2
2005-09-12,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Mercy Children's Hospital,AALL03B1,1
2008-04-23,***,***,Bone Marrow,***,Pre-Therapy,Baylor College of Medicine,AALL0331,1
2012-10-31,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Dayton Children's Hospital,AALL08B1,2
2011-06-10,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Blank Children's Hospital,AALL0932,1
2014-03-10,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Cincinnati Children's Hospital Medical Center,AALL08B1,2
2003-05-10,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Miami Children's Hospital,CCG-B947,1
2013-01-18,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Hospital for Sick Children,AALL08B1,1
2009-08-24,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Childrens Hospital-King's Daughters,AALL03B1,2
2007-04-08,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Saint Luke's Mountain States Tumor Institute,AALL03B1,1
2013-02-22,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Wake Forest University Health Sciences,AREN03B2,5
2000-03-13,Tissue,Fixed-Formalin,Not Specified,Non-Malignant,Pre-Therapy,Oregon Health and Science University,CCG-B947,1
2014-08-08,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Hospital for Sick Children,AALL08B1,15
2011-02-11,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Cook Children's Medical Center,AALL0932,1
2013-11-29,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,CancerCare Manitoba,AALL1131,7
2005-09-14,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Philadelphia,ANBL0421,11
2009-09-15,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of Florida,AALL03B1,1
2011-04-15,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital of Alabama,AALL08B1,3
2006-06-21,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,University of Kentucky/Markey Cancer Center,ABTR01B1,1
2013-11-25,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Memorial Healthcare System - Joe DiMaggio Children's Hospital,AALL1131,20
2011-12-29,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Royal Children's Hospital,AALL08B1,1
2014-02-22,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital and Research Center at Oakland,AALL08B1,1
2010-12-10,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Midwest Children's Cancer Center,AALL03B1,1
2006-10-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Children's National Medical Center,AHOD0031,3
2014-09-26,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Lurie Children's Hospital-Chicago,AALL08B1,1
2006-02-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Mississippi Medical Center,AALL03B1,21
2007-08-28,DNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Lady Cilento Children's Hospital,AALL03B1,1
2009-08-28,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Alabama,AOST06B1,8
1996-08-27,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of Minnesota Medical Center-Fairview,CCG-B903,6
2014-01-07,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Lurie Children's Hospital-Chicago,AALL08B1,2
2011-11-22,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Saskatoon Cancer Centre,AREN03B2,4
2007-04-03,***,***,Bone Marrow,***,Pre-Therapy,Penn State Hershey Children's Hospital,AALL03B1,1
2008-10-06,Serum,Frozen,Blood,Not Specified,Other/Not Specified,Children's Hospital Colorado,ARST0332,2
2013-04-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital of Alabama,AALL08B1,10
2011-08-19,Plasma,Frozen,Blood,Not Specified,Pre-Therapy,Southern California Permanente Medical Group,AOST06B1,5
2010-10-18,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Childrens Hospital of Orange County,AREN03B2,1
2003-07-15,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Oklahoma Health Sciences Center,ANBL00B1,4
1996-10-22,Serum,Frozen,Blood,Not Specified,Other/Not Specified,Nationwide Children's Hospital,CCG-5942,1
2012-04-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Washington University School of Medicine,ACNS0332,9
2010-11-22,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Vanderbilt-Ingram Cancer Center,AOST0331,12
1998-03-01,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Pittsburgh of UPMC,CCG-9942,1
2012-12-22,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Children's National Medical Center,ACNS0333,2
2012-07-12,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Vanderbilt-Ingram Cancer Center,AEWS07B1,5
2012-06-05,Tissue,Cryopreserved,Not Specified,Malignant,Pre-Therapy,Starship Children's Hospital,AEWS07B1,1
2001-09-19,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,CCG-B947,1
2011-04-14,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Philadelphia,ANBL00B1,28
2011-11-15,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Alberta Children's Hospital,AALL08B1,4
1999-06-12,DNA,Frozen,Not Specified,Malignant,Pre-Therapy,Children's Hospital and Medical Center of Omaha,CCG-B947,4
2004-10-13,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Saint Christopher's Hospital for Children,AHOD0031,4
2004-09-17,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Children's Hospital Colorado,P9851,2
2011-04-25,Tissue,Frozen,Not Specified,Malignant,Post-Therapy,Duke University Medical Center,D9902,8
2012-07-20,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital Los Angeles,AALL08B1,7
2007-02-22,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Michigan State University Clinical Center,ANHL0131,1
2011-10-26,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,The Toledo Hospital/Toledo Children's Hospital,AALL0932,1
2013-09-19,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital of Philadelphia,AALL0932,8
2009-07-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Children's Hospitals and Clinics of Minnesota - Minneapolis,AALL05B1,1
2012-05-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital of Alabama,AALL0932,1
2014-02-07,Serum,Frozen,Blood,Not Specified,Pre-Therapy,University of California Davis Comprehensive Cancer Center,ANBL00B1,1
2007-12-27,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Helen DeVos Children's Hospital at Spectrum Health,AALL0331,1
2014-07-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,C S Mott Children's Hospital,AALL0932,1
2012-10-16,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Childrens Hospital of Orange County,AALL1131,1
2012-01-12,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Pittsburgh of UPMC,ARST0531,9
2013-04-15,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Sanford USD Medical Center - Sioux Falls,AREN03B2,6
2006-01-13,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Childrens Hospital of Orange County,ACNS0121,2
2014-06-27,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Seattle Children's Hospital,AEWS1031,5
2006-10-06,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Geisinger Medical Center,AALL0331,1
2010-03-17,DNA,Frozen,Bone Marrow,Not Specified,Therapeutic Relapse,Baylor College of Medicine,AALL0433,1
2009-03-16,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Newark Beth Israel Medical Center,AALL02P2,12
2007-01-19,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Nemours Children's Clinic-Jacksonville,AALL03B1,7
2006-01-10,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Mount Sinai Medical Center,AALL0232,17
2011-09-09,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Children's Hospital of Pittsburgh of UPMC,AREN03B2,35
2014-04-21,Whole Blood,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Lucile Packard Children's Hospital Stanford University,D9902,1
1993-03-02,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,University of Illinois,CCG-1883,2
2015-02-18,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospital Los Angeles,AALL08B1,1
2013-11-19,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Rainbow Babies and Childrens Hospital,ANBL00B1,12
2007-10-18,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Carolinas Medical Center,AALL0331,1
2013-10-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of California Davis Comprehensive Cancer Center,AALL08B1,8
2012-10-31,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,All Children's Hospital,AALL08B1,19
2013-04-17,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Carolinas Medical Center,AALL08B1,2
2003-03-17,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of Minnesota Medical Center-Fairview,CCG-B947,2
2007-10-02,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Children's Hospital Central California,ARST0431,1
2006-04-24,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Alfred I duPont Hospital for Children,AALL0331,2
2012-07-13,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Kaiser Permanente-Oakland,AALL08B1,1
2011-11-18,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Saint Jude Midwest Affiliate,AEWS07B1,1
2001-03-26,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Kaiser Permanente-Oakland,CCG-1952,2
2013-11-01,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,University of Texas Health Science Center at San Antonio,ANBL0032,6
2005-03-04,Serum,Frozen,Blood,Not Specified,On Therapy,University of Iowa/Holden Comprehensive Cancer Center,AEWS0031,6
2000-01-10,Tissue Slide,Fixed-Formalin,Other,Malignant,Pre-Therapy,Primary Children's Hospital,D9902,12
2009-10-02,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Sutter General Hospital,AALL03B1,1
2009-03-12,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,University of North Carolina at Chapel Hill,AALL0331,1
2007-06-22,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Swiss Pediatric Oncology Group - Lausanne,POG-9900,2
2005-05-30,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Carolinas Medical Center,AALL03B1,2
2013-09-20,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Lehigh Valley Hospital - Muhlenberg,AALL1131,11
2011-01-14,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Loyola University Medical Center,ANBL00B1,1
2013-11-01,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,St. Jude Children's Research Hospital,AREN03B2,1
2013-06-11,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of Oklahoma Health Sciences Center,AALL08B1,1
2005-07-14,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,UCSF Medical Center-Mission Bay,ANBL00B1,21
2011-11-07,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Hackensack University Medical Center,AALL0932,3
2011-05-29,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Dell Children's Medical Center of Central Texas,AALL0932,1
2011-10-27,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Dell Children's Medical Center of Central Texas,AREN03B2,10
2010-03-22,Serum,Frozen,Blood,Not Specified,Post-Therapy,University of Oklahoma Health Sciences Center,AHOD04B1,6
2003-08-20,RNA,Frozen,Not Specified,Not Specified,Pre-Therapy,New York Medical College,CCG-B947,1
2010-05-18,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Dell Children's Medical Center of Central Texas,AALL03B1,17
2012-07-03,Tissue,Frozen,Other,Malignant,Pre-Therapy,Cincinnati Children's Hospital Medical Center,ANBL00B1,2
1997-05-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Children's Hospitals and Clinics of Minnesota - Minneapolis,CCG-B947,1
2012-04-09,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Cardinal Glennon Children's Medical Center,AALL08B1,19
2007-05-16,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Lurie Children's Hospital-Chicago,ANBL00P3,1
2011-10-31,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Dayton Children's Hospital,AALL08B1,1
2001-07-02,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital of Alabama,P9749,1
2014-03-21,DNA,Frozen,Not Specified,Not Specified,On Therapy,Yale University,AALL08B1,2
2008-08-05,Tissue,Frozen,Ovary,Malignant,Other/Not Specified,Children's Hospitals and Clinics of Minnesota - Minneapolis,ABTR01B1,3
2004-05-18,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Marshfield Clinic,ABTR01B1,1
2007-04-27,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Providence Sacred Heart Medical Center and Children's Hospital,ANBL00B1,1
2004-05-21,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,Vanderbilt-Ingram Cancer Center,A3961,1
1999-12-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Hackensack University Medical Center,P9641,2
2013-06-20,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Arkansas Children's Hospital,AREN03B2,3
2014-09-29,Plasma,Frozen,Blood,Not Specified,Other/Not Specified,Nemours Children's Clinic - Pensacola,AALL08B1,3
2012-02-24,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Maine Children's Cancer Program,AALL0932,2
2014-01-16,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Childrens Hospital of Orange County,AALL0932,4
2002-06-07,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Other/Not Specified,IWK Health Centre,CCG-1991,3
2014-02-06,Buffy Coat,Cryopreserved,Blood,Non-Malignant,On Therapy,Phoenix Childrens Hospital,AALL08B1,1
2014-05-27,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Saint Mary's Hospital,AEWS07B1,1
2007-03-02,RNA,Frozen,Not Specified,Not Specified,Pre-Therapy,Wayne State University/Karmanos Cancer Institute,AALL03B1,1
2008-04-26,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Childrens Hospital-King's Daughters,AALL03B1,5
2009-03-02,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Baylor College of Medicine,AALL0331,1
2013-01-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Saint John's Mercy Medical Center,AALL0932,2
2009-07-11,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Children's Hospital Colorado,ANBL00B1,5
2009-12-01,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Washington University School of Medicine,AALL03B1,1
2006-06-06,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Wayne State University/Karmanos Cancer Institute,AALL0331,3
2014-01-13,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Bronson Methodist Hospital,ABTR01B1,12
2007-07-28,Tissue,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,Seattle Children's Hospital,AEWS07B1,1
2013-01-04,Plasma,Frozen,Blood,Not Specified,Pre-Therapy,Phoenix Childrens Hospital,AEWS07B1,5
2009-02-18,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Kosair Children's Hospital,AALL0434,2
2011-04-01,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Texas Tech University Health Science Center-Amarillo,ABTR04B1,2
2006-08-03,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,Centre Hospitalier Universitaire Sainte-Justine,ACNS02B3,1
2012-11-27,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Midwest Children's Cancer Center,D9902,1
2012-12-03,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,Centre Hospitalier Universitaire de Quebec,ANBL00B1,2
2012-12-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Natalie Warren Bryant Cancer Center at Saint Francis,AALL08B1,20
2011-02-16,Tissue Slide,Fixed-Other,Not Specified,Malignant,Pre-Therapy,Miller Children's and Women's Hospital Long Beach,ACNS02B3,1
2005-06-21,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,University of Kentucky/Markey Cancer Center,ABTR01B1,2
2014-04-29,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Geisinger Medical Center,AREN03B2,2
2008-04-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Children's Hospital of Alabama,AALL03B1,20
1999-08-26,Tissue,Frozen,Not Specified,Non-Malignant,Pre-Therapy,The Childrens Mercy Hospital,CCG-B947,3
2013-12-16,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,Arnold Palmer Hospital for Children,AALL0932,4
2013-07-18,Serum,Frozen,Blood,Not Specified,Pre-Therapy,Childrens Hospital of Orange County,ANBL00B1,1
2010-05-19,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Winthrop University Hospital,AALL03B1,2
2011-02-03,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,University of Texas Health Science Center at San Antonio,AALL0932,1
2013-09-19,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,On Therapy,T C Thompson Children's Hospital,AALL0932,1
2001-11-01,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,UCSF Medical Center-Mission Bay,CCG-B947,1
2009-10-13,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Wake Forest University Health Sciences,AALL03B1,17
2014-02-11,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Children's Healthcare of Atlanta - Egleston,AALL08B1,2
2015-02-05,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Other/Not Specified,Children's Hospital of Philadelphia,ACCL1131,1
2003-07-09,Plasma,Frozen,Blood,Not Specified,Other/Not Specified,Nemours Children's Clinic-Jacksonville,ANBL00B1,2
2012-01-14,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Pre-Therapy,Phoenix Childrens Hospital,AALL0932,14
2007-02-21,DNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Children's Hospital of Alabama,AALL03B1,1
2014-09-22,Tissue Slide,Fixed-Formalin,Not Specified,Non-Malignant,Pre-Therapy,Children's Healthcare of Atlanta - Egleston,AREN03B2,2
2014-02-26,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Lurie Children's Hospital-Chicago,AALL1131,2
2009-04-26,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,C S Mott Children's Hospital,AALL0434,20
2006-05-16,Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,University of New Mexico,ANBL00B1,1
2004-03-30,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Seattle Children's Hospital,ANBL00B1,1
2008-01-15,RNA,Frozen,Bone Marrow,Not Specified,Pre-Therapy,Albany Medical Center,AALL0331,1
2010-09-09,Tissue,Frozen,Not Specified,Malignant,Other/Not Specified,Baylor College of Medicine,AREN03B2,1
2006-04-11,DNA,Frozen,Bone Marrow,Not Specified,On Therapy,Wayne State University/Karmanos Cancer Institute,AALL0331,1
2008-02-02,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Phoenix Childrens Hospital,AALL0331,3
2005-08-31,Whole Bone Marrow,Cryopreserved,Bone Marrow,Non-Malignant,Therapeutic Relapse,Riley Hospital for Children,AALL03B1,1
2012-11-30,Tissue,Frozen,Not Specified,Malignant,Pre-Therapy,IWK Health Centre,ANBL00B1,1
2007-06-22,Tissue,Frozen,Not Specified,Malignant,Post-Therapy,Princess Margaret Hospital for Children,ANBL00B1,3
2013-12-28,Buffy Coat,Cryopreserved,Blood,Non-Malignant,Pre-Therapy,Children's Hospital Colorado,AALL08B1,5
