specimenBiophysicalType,preservationType,fmaAnatomicSourceLocation,pathologicalStatus,diseaseStatus,CtepStudyID,CollectionProtocolStatus,ProtocolCategory,SpecimenCount
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AAML0121,Complete,Acute Myeloid Leukemia,17
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AAML0122,Complete,Acute Myeloid Leukemia,16
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AAML0431,Complete,Acute Myeloid Leukemia,3
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AAML0531,Complete,Acute Myeloid Leukemia,150
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AAML08B1,Active,Acute Myeloid Leukemia,3
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AAML1031,Active,Acute Myeloid Leukemia,108
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AB9804,Closed To Accrual,Ewing Sarcoma,3581
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ABTR01B1,Active,Biopathology and Translational Research,17289
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ABTR04B1,Active,Biopathology and Translational Research,1065
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0121,Complete,Central Nervous System Tumors,732
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0122,Complete,Central Nervous System Tumors,525
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0126,Complete,Central Nervous System Tumors,883
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0221,Closed To Accrual And Intervention,Central Nervous System Tumors,1239
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0223,Complete,Central Nervous System Tumors,383
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0231,Complete,Central Nervous System Tumors,4
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0232,Complete,Central Nervous System Tumors,109
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS02B3,Active,Central Nervous System Tumors,16503
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0331,Active,Central Nervous System Tumors,992
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0332,Temporarily Closed To Accrual,Central Nervous System Tumors,2353
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0333,Temporarily Closed To Accrual,Central Nervous System Tumors,707
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0334,In Review,Central Nervous System Tumors,901
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0423,Complete,Central Nervous System Tumors,1613
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0621,Complete,Central Nervous System Tumors,491
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0822,Closed To Accrual,Central Nervous System Tumors,99
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS0831,Active,Central Nervous System Tumors,992
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ACNS1021,Closed To Accrual And Intervention,Central Nervous System Tumors,48
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ADVL0122,Closed To Accrual,Experimental Therapeutics,910
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ADVL0813,Complete,Experimental Therapeutics,351
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ADVL0821,Complete,Experimental Therapeutics,1855
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ADVL1121,Complete,Experimental Therapeutics,96
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ADVL1221,Closed To Accrual And Intervention,Experimental Therapeutics,569
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AE22,Complete,Epidemiology,537
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AEPI05N1,Closed To Accrual,Epidemiology,144
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AEWS0031,Complete,Ewing Sarcoma,10408
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AEWS02B1,Complete,Ewing Sarcoma,12536
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AEWS02P1,Complete,Ewing Sarcoma,1300
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AEWS0331,Closed To Accrual,Ewing Sarcoma,2565
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AEWS0621,Complete,Ewing Sarcoma,57
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AEWS07B1,Active,Ewing Sarcoma,9533
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AEWS1031,Active,Ewing Sarcoma,3462
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AGCT0132,Complete,Germ Cell Tumor,3752
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AGCT01P1,Complete,Germ Cell Tumor,209
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AGCT0521,Complete,Germ Cell Tumor,191
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AHOD0031,Complete,Hodgkin Disease,23886
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AHOD00P1,Complete,Hodgkin Disease,1807
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AHOD0121,Complete,Hodgkin Disease,123
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AHOD0321,Complete,Hodgkin Disease,633
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AHOD03P1,Closed To Accrual And Intervention,Hodgkin Disease,2779
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AHOD0431,Complete,Hodgkin Disease,3073
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AHOD04B1,Closed To Accrual,Hodgkin Disease,6687
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AHOD0521,Complete,Hodgkin Disease,446
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANBL0032,Active,Neuroblastoma,14217
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANBL00B1,Active,Neuroblastoma,106078
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANBL00P3,Complete,Neuroblastoma,41
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANBL0321,Complete,Neuroblastoma,702
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANBL0421,Complete,Neuroblastoma,648
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,14201
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANBL1021,Complete,Neuroblastoma,707
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANBL12P1,Closed To Accrual,Neuroblastoma,10
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANHL0121,Administratively Complete,Non-Hodgkin Lymphoma,64
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANHL0131,Complete,Non-Hodgkin Lymphoma,1598
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANHL01P1,Complete,Non-Hodgkin Lymphoma,407
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANHL0221,Complete,Non-Hodgkin Lymphoma,355
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANHL04B1,Active,Non-Hodgkin Lymphoma,1250
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ANHL12P1,Active,Non-Hodgkin Lymphoma,36
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AOST0121,Complete,Osteosarcoma,2580
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AOST0221,Complete,Osteosarcoma,1588
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AOST0331,Closed To Accrual And Intervention,Osteosarcoma,63750
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AOST06B1,Active,Osteosarcoma,25345
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AOST06P1,Complete,Osteosarcoma,820
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARAR0331,Closed To Accrual And Intervention,Rare Tumors,1475
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARAR0332,Closed To Accrual,Rare Tumors,3090
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,AREN03B2,Active,Renal Tumors,37719
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARET0321,Temporarily Closed To Accrual,Retinoblastoma,67
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARET0332,Complete,Retinoblastoma,2293
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST0321,Complete,Soft Tissue Sarcoma,1939
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST0331,Complete,Soft Tissue Sarcoma,4283
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST0332,Complete,Soft Tissue Sarcoma,12533
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST03P1,Administratively Complete,Soft Tissue Sarcoma,142
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST0431,Complete,Soft Tissue Sarcoma,834
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST0531,Complete,Soft Tissue Sarcoma,6366
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST08P1,Complete,Soft Tissue Sarcoma,1444
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST0921,Closed To Accrual And Intervention,Soft Tissue Sarcoma,939
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ARST1321,Active,Soft Tissue Sarcoma,81
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,ASCT0631,Complete,Stem Cell Transplantation,18
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,C9710,Complete,Unknown/Unspecified,14
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-0903,Complete,Experimental Therapeutics,8
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-0917,Complete,Experimental Therapeutics,7
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-0922,Complete,Unknown/Unspecified,2
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-105,Complete,Acute Lymphoblastic Leukemia,5
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-106,Complete,Acute Lymphoblastic Leukemia,3
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1881,Complete,Acute Lymphoblastic Leukemia,34
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1882,Complete,Acute Lymphoblastic Leukemia,1404
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1883,Complete,Acute Lymphoblastic Leukemia,43
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1891,Complete,Acute Lymphoblastic Leukemia,23
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1901,Complete,Acute Lymphoblastic Leukemia,4
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1921,Complete,Acute Lymphoblastic Leukemia,26
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1922,Complete,Unknown/Unspecified,12
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1941,Complete,Acute Lymphoblastic Leukemia,75
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1951,Complete,Acute Lymphoblastic Leukemia,49
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1952,Complete,Acute Lymphoblastic Leukemia,1
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1953,Complete,Acute Lymphoblastic Leukemia,3
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1961,Complete,Acute Lymphoblastic Leukemia,38
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1962,Complete,Acute Lymphoblastic Leukemia,60
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-1991,Complete,Acute Lymphoblastic Leukemia,62
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-2891,Complete,Acute Myeloid Leukemia,39
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-2951,Complete,Acute Myeloid Leukemia,8
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-2961,Complete,Acute Myeloid Leukemia,70
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-3881,Complete,Non-Hodgkin Lymphoma,6
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-3891,Complete,Neuroblastoma,89
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-4921,Administratively Complete,Renal Tumors,17
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-5941,Complete,Non-Hodgkin Lymphoma,110
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-5942,Complete,Hodgkin Disease,990
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-5961,Complete,Non-Hodgkin Lymphoma,143
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-7943,Administratively Complete,Osteosarcoma,5
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-7951,Complete,Ewing Sarcoma,56
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-903,Complete,Unknown/Unspecified,8
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-9892,Complete,Unknown/Unspecified,94
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-9921,Complete,Central Nervous System Tumors,150
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-9931,Complete,Unknown/Unspecified,137
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-9942,Complete,Central Nervous System Tumors,26
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-99701,Complete,Central Nervous System Tumors,64
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-99703,Complete,Central Nervous System Tumors,13
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B903,Complete,Unknown/Unspecified,517
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B925,Complete,Acute Lymphoblastic Leukemia,3
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B942,Complete,Acute Myeloid Leukemia,13
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B944,Complete,Hodgkin Disease,597
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B947,Complete,Unknown/Unspecified,15764
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B9511,Complete,Ewing Sarcoma,52
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B961,Complete,Central Nervous System Tumors,679
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B971,Complete,Central Nervous System Tumors,459
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-B973,Complete,Non-Hodgkin Lymphoma,1641
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,CCG-E15,Complete,Acute Lymphoblastic Leukemia,504
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,D9502,Complete,Soft Tissue Sarcoma,7
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,D9602,Complete,Soft Tissue Sarcoma,245
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,D9802,Complete,Soft Tissue Sarcoma,69
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,D9803,Complete,Soft Tissue Sarcoma,442
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,D9902,Active,Soft Tissue Sarcoma,40015
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,INT-0128,Complete,Unknown/Unspecified,59
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,INT-0133,Complete,Unknown/Unspecified,95
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,P9346,Complete,Unknown/Unspecified,170
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,P9641,Complete,Neuroblastoma,11171
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,P9645,Complete,Liver Tumors,1427
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,P9673,Complete,Acute Lymphoblastic Leukemia,3
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,P9749,Complete,Germ Cell Tumor,552
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,P9754,Complete,Osteosarcoma,12035
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,P9851,Complete,Osteosarcoma,43356
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,P9934,Complete,Central Nervous System Tumors,606
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,POG-8741/42,Complete,Non-Hodgkin Lymphoma,1
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,POG-9046,Complete,Renal Tumors,1
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,POG-9047,Complete,Non-Hodgkin Lymphoma,246
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,POG-9900,Complete,Acute Lymphoblastic Leukemia,32
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Other/Not Specified,POG-9904,Complete,Acute Lymphoblastic Leukemia,6
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,A3961,Complete,Neuroblastoma,14
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,A3973,Complete,Neuroblastoma,140
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ABTR01B1,Active,Biopathology and Translational Research,322
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ACNS0121,Complete,Central Nervous System Tumors,88
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ACNS0221,Closed To Accrual And Intervention,Central Nervous System Tumors,13
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ACNS02B3,Active,Central Nervous System Tumors,156
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ACNS0331,Active,Central Nervous System Tumors,6
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ACNS0333,Temporarily Closed To Accrual,Central Nervous System Tumors,4
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ACNS0831,Active,Central Nervous System Tumors,36
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,AHOD0031,Complete,Hodgkin Disease,2
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,AHOD04B1,Closed To Accrual,Hodgkin Disease,2
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ANBL0032,Active,Neuroblastoma,3690
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ANBL00B1,Active,Neuroblastoma,7992
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ANBL00P3,Complete,Neuroblastoma,73
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ANBL0421,Complete,Neuroblastoma,69
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ANBL0532,Temporarily Closed To Accrual,Neuroblastoma,542
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ANBL1021,Complete,Neuroblastoma,17
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ANBL12P1,Closed To Accrual,Neuroblastoma,1506
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,AREN03B2,Active,Renal Tumors,10
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ARST0332,Complete,Soft Tissue Sarcoma,19
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ARST0431,Complete,Soft Tissue Sarcoma,11
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ARST0531,Complete,Soft Tissue Sarcoma,32
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ARST08P1,Complete,Soft Tissue Sarcoma,29
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,ARST0921,Closed To Accrual And Intervention,Soft Tissue Sarcoma,11
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,CCG-5961,Complete,Non-Hodgkin Lymphoma,7
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,CCG-B944,Complete,Hodgkin Disease,1
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,D9802,Complete,Soft Tissue Sarcoma,30
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,D9803,Complete,Soft Tissue Sarcoma,1
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Post-Therapy,D9902,Active,Soft Tissue Sarcoma,444
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,A3961,Complete,Neuroblastoma,75
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,A3973,Complete,Neuroblastoma,436
Tissue Slide,Fixed-Formalin,Not Specified,Malignant,Pre-Therapy,A5962,Administratively Complete,Hodgkin Disease,15
