specimenBiophysicalType	preservationType	fmaAnatomicSourceLocation	pathologicalStatus	diseaseStatus	CtepStudyID	CollectionProtocolStatus	ProtocolCategory	Race	SpecimenCount
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	Samoan	1
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	Unknown	1
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	White	41
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	ANHL1131	Active	Non-Hodgkin Lymphoma	White	3
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	ARST0332	Complete	Soft Tissue Sarcoma	White	2
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	Black	2
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	Other	1
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	CCG-B947	Complete	Unknown/Unspecified	White	13
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	Other	1
Tissue	Fixed-Formalin	Ovary	Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	White	5
Tissue	Fixed-Formalin	Ovary	Malignant	Therapeutic Relapse	AGCT0132	Complete	Germ Cell Tumor	White	1
Tissue	Fixed-Formalin	Ovary	Malignant	Therapeutic Relapse	ARST0332	Complete	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Formalin	Ovary	Malignant	Therapeutic Relapse	CCG-B947	Complete	Unknown/Unspecified	Black	1
Tissue	Fixed-Formalin	Ovary	Malignant	Therapeutic Relapse	D9902	Active	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Formalin	Ovary	Metastatic	On Therapy	AGCT0132	Complete	Germ Cell Tumor	Other	1
Tissue	Fixed-Formalin	Ovary	Metastatic	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	White	1
Tissue	Fixed-Formalin	Ovary	Metastatic	Other/Not Specified	AGCT0132	Complete	Germ Cell Tumor	Other	1
Tissue	Fixed-Formalin	Ovary	Metastatic	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	White	2
Tissue	Fixed-Formalin	Ovary	Metastatic	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	White	1
Tissue	Fixed-Formalin	Ovary	Metastatic	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	Filipino	1
Tissue	Fixed-Formalin	Ovary	Metastatic	Pre-Therapy	AGCT0132	Complete	Germ Cell Tumor	White	1
Tissue	Fixed-Formalin	Ovary	Non-Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	Chinese	2
Tissue	Fixed-Formalin	Ovary	Non-Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	Unknown	1
Tissue	Fixed-Formalin	Ovary	Non-Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	White	3
Tissue	Fixed-Formalin	Ovary	Non-Malignant	Other/Not Specified	AE22	Complete	Epidemiology	Other	1
Tissue	Fixed-Formalin	Ovary	Non-Malignant	Other/Not Specified	AE22	Complete	Epidemiology	Unknown	1
Tissue	Fixed-Formalin	Ovary	Non-Malignant	Other/Not Specified	AE22	Complete	Epidemiology	White	2
Tissue	Fixed-Formalin	Ovary	Non-Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Black	1
Tissue	Fixed-Formalin	Ovary	Non-Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Other	3
Tissue	Fixed-Formalin	Ovary	Non-Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Unknown	1
Tissue	Fixed-Formalin	Ovary	Non-Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	White	2
Tissue	Fixed-Formalin	Ovary	Non-Malignant	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Other	2
Tissue	Fixed-Formalin	Ovary	Non-Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Black	1
Tissue	Fixed-Formalin	Ovary	Non-Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Chinese	1
Tissue	Fixed-Formalin	Ovary	Non-Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	White	1
Tissue	Fixed-Formalin	Pancreas	Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	Asian Indian, Pakistani	1
Tissue	Fixed-Formalin	Pancreas	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	White	12
Tissue	Fixed-Formalin	Pancreas	Non-Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	Asian Indian, Pakistani	1
Tissue	Fixed-Formalin	Thymus	Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	White	3
Tissue	Fixed-Formalin	Thymus	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Other Asian	1
Tissue	Fixed-Formalin	Uterus	Malignant	Pre-Therapy	ARST0331	Complete	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Formalin	Uterus	Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Other	Adrenal	Malignant	Other/Not Specified	A3961	Complete	Neuroblastoma	Unknown	2
Tissue	Fixed-Other	Adrenal	Malignant	Other/Not Specified	A3961	Complete	Neuroblastoma	White	15
Tissue	Fixed-Other	Adrenal	Malignant	Other/Not Specified	A3973	Complete	Neuroblastoma	Japanese	7
Tissue	Fixed-Other	Adrenal	Malignant	Other/Not Specified	A3973	Complete	Neuroblastoma	White	2
Tissue	Fixed-Other	Adrenal	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Black	2
Tissue	Fixed-Other	Adrenal	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Japanese	7
Tissue	Fixed-Other	Adrenal	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Other	5
Tissue	Fixed-Other	Adrenal	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	White	41
Tissue	Fixed-Other	Adrenal	Malignant	Other/Not Specified	ANBL0321	Complete	Neuroblastoma	Other	3
Tissue	Fixed-Other	Adrenal	Malignant	Other/Not Specified	ANBL0321	Complete	Neuroblastoma	White	5
Tissue	Fixed-Other	Adrenal	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Unknown	1
Tissue	Fixed-Other	Adrenal	Malignant	Other/Not Specified	CCG-B973	Complete	Non-Hodgkin Lymphoma	Unknown	5
Tissue	Fixed-Other	Adrenal	Malignant	Other/Not Specified	P9641	Complete	Neuroblastoma	Black	1
Tissue	Fixed-Other	Adrenal	Malignant	Other/Not Specified	P9641	Complete	Neuroblastoma	Other	2
Tissue	Fixed-Other	Adrenal	Malignant	Other/Not Specified	P9641	Complete	Neuroblastoma	White	15
Tissue	Fixed-Other	Adrenal	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Black	1
Tissue	Fixed-Other	Adrenal	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	White	1
Tissue	Fixed-Other	Bone Marrow	Malignant	Other/Not Specified	AB9804	Closed To Accrual	Ewing Sarcoma	White	1
Tissue	Fixed-Other	Bone Marrow	Malignant	Other/Not Specified	AEWS02B1	Complete	Ewing Sarcoma	White	1
Tissue	Fixed-Other	Lymph Node	Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	White	2
Tissue	Fixed-Other	Lymph Node	Malignant	Other/Not Specified	AHOD0031	Complete	Hodgkin Disease	White	5
Tissue	Fixed-Other	Lymph Node	Malignant	Other/Not Specified	AHOD04B1	Closed To Accrual	Hodgkin Disease	White	5
Tissue	Fixed-Other	Lymph Node	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	White	3
Tissue	Fixed-Other	Not Specified	Malignant	On Therapy	ARST0332	Complete	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Other	Not Specified	Malignant	On Therapy	D9902	Active	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	A3961	Complete	Neuroblastoma	Black	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	A3961	Complete	Neuroblastoma	Other	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	A3961	Complete	Neuroblastoma	White	13
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	A3973	Complete	Neuroblastoma	White	19
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	A9961	Complete	Central Nervous System Tumors	Unknown	2
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	A9961	Complete	Central Nervous System Tumors	White	17
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	AALL03B1	Complete	Acute Lymphoblastic Leukemia	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	Black	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	Hawaiian	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	White	8
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ACNS02B3	Active	Central Nervous System Tumors	Asian Indian, Pakistani	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ACNS02B3	Active	Central Nervous System Tumors	White	3
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ACNS0331	Active	Central Nervous System Tumors	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	AEWS0031	Complete	Ewing Sarcoma	White	5
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	AEWS02B1	Complete	Ewing Sarcoma	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	AEWS07B1	Active	Ewing Sarcoma	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	AEWS1031	Active	Ewing Sarcoma	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ANBL0032	Active	Neuroblastoma	Black	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ANBL0032	Active	Neuroblastoma	Unknown	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ANBL0032	Active	Neuroblastoma	White	8
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Asian Indian, Pakistani	11
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Black	8
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Hawaiian	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Other	8
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Other Asian	5
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Unknown	2
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	White	113
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ANBL0321	Complete	Neuroblastoma	White	3
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	Unknown	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	AREN03B2	Active	Renal Tumors	Black	4
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	AREN03B2	Active	Renal Tumors	Other	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	AREN03B2	Active	Renal Tumors	Unknown	2
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	AREN03B2	Active	Renal Tumors	White	13
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	ARST0331	Complete	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	CCG-5941	Complete	Non-Hodgkin Lymphoma	White	11
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	CCG-5942	Complete	Hodgkin Disease	White	25
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	CCG-99701	Complete	Central Nervous System Tumors	White	2
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	CCG-99702	Complete	Central Nervous System Tumors	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	CCG-99703	Complete	Central Nervous System Tumors	White	5
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	CCG-B944	Complete	Hodgkin Disease	White	26
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Black	3
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Other	12
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Unknown	14
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	White	43
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	CCG-B971	Complete	Central Nervous System Tumors	White	11
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	CCG-B973	Complete	Non-Hodgkin Lymphoma	Black	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	CCG-B973	Complete	Non-Hodgkin Lymphoma	White	3
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	D9502	Complete	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	D9602	Complete	Soft Tissue Sarcoma	White	11
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	D9803	Complete	Soft Tissue Sarcoma	Black	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	D9803	Complete	Soft Tissue Sarcoma	White	3
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Black	2
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	Other	2
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	D9902	Active	Soft Tissue Sarcoma	White	12
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	INT-0133	Complete	Unknown/Unspecified	Black	20
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	P9641	Complete	Neuroblastoma	Asian Indian, Pakistani	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	P9641	Complete	Neuroblastoma	Black	3
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	P9641	Complete	Neuroblastoma	Other	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	P9641	Complete	Neuroblastoma	White	23
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	P9754	Complete	Osteosarcoma	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Other/Not Specified	P9851	Complete	Osteosarcoma	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Post-Therapy	ANBL0032	Active	Neuroblastoma	Other	1
Tissue	Fixed-Other	Not Specified	Malignant	Post-Therapy	ANBL0032	Active	Neuroblastoma	White	7
Tissue	Fixed-Other	Not Specified	Malignant	Post-Therapy	ANBL00B1	Active	Neuroblastoma	Other	1
Tissue	Fixed-Other	Not Specified	Malignant	Post-Therapy	ANBL00B1	Active	Neuroblastoma	Unknown	2
Tissue	Fixed-Other	Not Specified	Malignant	Post-Therapy	ANBL00B1	Active	Neuroblastoma	White	17
Tissue	Fixed-Other	Not Specified	Malignant	Post-Therapy	ANBL0421	Complete	Neuroblastoma	Unknown	1
Tissue	Fixed-Other	Not Specified	Malignant	Post-Therapy	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	Other	1
Tissue	Fixed-Other	Not Specified	Malignant	Post-Therapy	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	White	6
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	Black	1
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	White	8
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ABTR04B1	Active	Biopathology and Translational Research	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	AEWS07B1	Active	Ewing Sarcoma	White	3
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ANBL0032	Active	Neuroblastoma	Other	3
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ANBL0032	Active	Neuroblastoma	White	2
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Unknown/Unspecified	2
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Black	2
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Other	7
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Unknown	3
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	White	22
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	Other	1
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ANBL0532	Temporarily Closed To Accrual	Neuroblastoma	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ANBL12P1	Closed To Accrual	Neuroblastoma	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	Black	1
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	AREN03B2	Active	Renal Tumors	White	5
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ARST0331	Complete	Soft Tissue Sarcoma	Black	1
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ARST0531	Complete	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	ARST08P1	Complete	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	Black	1
Tissue	Fixed-Other	Not Specified	Malignant	Pre-Therapy	D9902	Active	Soft Tissue Sarcoma	White	2
Tissue	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	ANBL00B1	Active	Neuroblastoma	Black	1
Tissue	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	ANBL00B1	Active	Neuroblastoma	White	2
Tissue	Fixed-Other	Not Specified	Malignant	Therapeutic Relapse	P9641	Complete	Neuroblastoma	Black	1
Tissue	Fixed-Other	Other	Malignant	Other/Not Specified	A3961	Complete	Neuroblastoma	White	1
Tissue	Fixed-Other	Other	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Filipino	1
Tissue	Fixed-Other	Other	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Other	2
Tissue	Fixed-Other	Other	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Unknown	1
Tissue	Fixed-Other	Other	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	White	24
Tissue	Fixed-Other	Other	Malignant	Other/Not Specified	CCG-B903	Complete	Unknown/Unspecified	Unknown	10
Tissue	Fixed-Other	Other	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	White	3
Tissue	Fixed-Other	Other	Malignant	Other/Not Specified	D9803	Complete	Soft Tissue Sarcoma	White	1
Tissue	Fixed-Other	Other	Malignant	Other/Not Specified	P9641	Complete	Neuroblastoma	Other	1
Tissue	Fixed-Other	Other	Malignant	Other/Not Specified	P9641	Complete	Neuroblastoma	White	9
Tissue	Fixed-Other	Other	Malignant	Other/Not Specified	POG-9047	Complete	Non-Hodgkin Lymphoma	Black	3
Tissue	Fixed-Other	Other	Malignant	Other/Not Specified	POG-9047	Complete	Non-Hodgkin Lymphoma	Unknown	1
Tissue	Fixed-Other	Other	Malignant	Other/Not Specified	POG-9047	Complete	Non-Hodgkin Lymphoma	White	48
Tissue	Fixed-Other	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Unknown/Unspecified	1
Tissue	Fixed-Other	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	Black	1
Tissue	Fixed-Other	Other	Malignant	Pre-Therapy	ANBL00B1	Active	Neuroblastoma	White	9
Tissue	Fixed-Other	Other	Metastatic	Post-Therapy	ANBL00B1	Active	Neuroblastoma	White	1
Tissue	Fixed-Other	Ovary	Malignant	Other/Not Specified	AE22	Complete	Epidemiology	Unknown	1
Tissue	Fixed-Other	Ovary	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Unknown	1
Tissue	Fixed-Other	Ovary	Malignant	Pre-Therapy	ABTR01B1	Active	Biopathology and Translational Research	White	1
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	A3961	Complete	Neuroblastoma	Black	8
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	A3961	Complete	Neuroblastoma	Other	2
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	A3961	Complete	Neuroblastoma	Unknown	10
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	A3961	Complete	Neuroblastoma	White	63
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	A3973	Complete	Neuroblastoma	Black	5
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	A3973	Complete	Neuroblastoma	Chinese	1
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	A3973	Complete	Neuroblastoma	Filipino	1
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	A3973	Complete	Neuroblastoma	Japanese	2
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	A3973	Complete	Neuroblastoma	Other	3
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	A3973	Complete	Neuroblastoma	White	50
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	American Indian, Aleutian	1
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ABTR01B1	Active	Biopathology and Translational Research	White	5
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ADVL0821	Complete	Experimental Therapeutics	White	2
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ANBL0032	Active	Neuroblastoma	White	14
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Unknown/Unspecified	7
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Black	50
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Chinese	1
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Filipino	1
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Japanese	2
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Korean	3
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Other	34
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	Unknown	17
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ANBL00B1	Active	Neuroblastoma	White	336
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ANBL0321	Complete	Neuroblastoma	Other	1
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ANBL0321	Complete	Neuroblastoma	White	4
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ARAR0332	Closed To Accrual	Rare Tumors	Black	1
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ARAR0332	Closed To Accrual	Rare Tumors	Japanese	1
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ARAR0332	Closed To Accrual	Rare Tumors	Other	2
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ARAR0332	Closed To Accrual	Rare Tumors	Unknown	1
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	ARAR0332	Closed To Accrual	Rare Tumors	White	12
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Black	6
Tissue	Frozen	Adrenal	Malignant	Other/Not Specified	CCG-B947	Complete	Unknown/Unspecified	Korean	3
